Métier,Nom,Dirigeant,Adresse,Code Postal,Ville,SIREN,SIRET,Date Création,Effectif,RGE
Couvreurs,"FLORIAN SCHMITT","FLORIAN SCHMITT","5 SENTIER DES ROGATIONS 57100 THIONVILLE",57100,THIONVILLE,989890207,98989020700016,2025-08-04,NN,Non
Couvreurs,"TEDDY BREDEMESTRE (TEDDY BREDEMESTRE)","TEDDY BREDEMESTRE","24 ALLEE DU GRAND BOIS 55170 ANCERVILLE",55170,ANCERVILLE,989913223,98991322300016,2025-07-30,NN,Non
Couvreurs,"ELIAZ VISS-WEGER","ELIAZ VISS-WEGER","2 RUE DE LA COMMANDERIE 67120 MOLSHEIM",67120,MOLSHEIM,990537078,99053707800018,2025-08-23,NN,Non
Couvreurs,"ETHAN VISS-WEGER","ETHAN OSCAR VISS-WEGER","2 RUE DE LA COMMANDERIE 67120 MOLSHEIM",67120,MOLSHEIM,990538043,99053804300011,2025-08-23,NN,Non
Couvreurs,"SALOMON ADEL","SALOMON ADEL","309 RUE DE SOULTZ 68270 WITTENHEIM",68270,WITTENHEIM,843473612,84347361200029,2018-10-24,NN,Non
Couvreurs,"ROMAIN AMARO AFONSO (GIV'TOIT)","ROMAIN AMARO AFONSO","48 AVENUE DU PRESIDENT ROOSEVELT 08600 GIVET",08600,GIVET,843498510,84349851000018,2018-10-29,NN,Non
Couvreurs,"JOHAN VERCHIN (TOUS TRAVAUX JV)","JOHAN AURELIEN VERCHIN (VERCHIN)","339 RUE DE PONT-A-MOUSSON 57950 MONTIGNY-LES-METZ",57950,MONTIGNY-LES-METZ,854082831,85408283100017,2019-09-20,NN,Non
Couvreurs,"LAURENT NOSAL COUVERTURE ZINGUERIE","LAURENT EMILE NOSAL","2 CITE NAPOLEON 67660 BETSCHDORF",67660,BETSCHDORF,830231148,83023114800024,2017-04-11,01,Non
Couvreurs,"JESSY BEENEN (MR BEENEN JESSY)","JESSY BEENEN","13 VOIE PALON 10700 SEMOINE",10700,SEMOINE,982787251,98278725100015,2023-12-21,NN,Non
Couvreurs,"JONATHAN VINCART (JONAT COUVERTURE)","JONATHAN MICHEL VINCART","12 RUE EDMOND PIERROT 08000 WARCQ",08000,WARCQ,978902690,97890269000012,2023-08-29,NN,Non
Couvreurs,"JULIEN VAILLANT ENTREPRISE","JULIEN VAILLANT (VAILLANT)","51 GR GRAND RUE 57140 NORROY-LE-VENEUR",57140,NORROY-LE-VENEUR,952218287,95221828700011,2023-05-02,NN,Non
Couvreurs,"L'ATELIER DE LA RENOVATION 67","JULIEN KEIM","6A 6 RUE DE L’INDUSTRIE 67720 HŒRDT",67720,HŒRDT,949912851,94991285100019,2023-02-01,01,Non
Couvreurs,"THIBAUT FARINA","THIBAUT MICHEL CHARLES FARINA","13 RUE DU VAUDRAY 52800 POULANGY",52800,POULANGY,953995412,95399541200012,2023-06-01,NN,Non
Couvreurs,"RJ COUVERTURE","MOHAMMED JELLOULI","12 RUE DU GENERAL DE GAULLE 67380 LINGOLSHEIM",67380,LINGOLSHEIM,954019253,95401925300010,2023-06-19,01,Non
Couvreurs,"MATHIEU VERGNE (VERGNE) (ACCESSIBLE COUVERTURE)","MATHIEU VERGNE (VERGNE)","4 RUE DE LA VILLETTE 08130 ALLAND'HUY-ET-SAUSSEUIL",08130,ALLAND'HUY-ET-SAUSSEUIL,990629214,99062921400018,2025-09-01,NN,Non
Couvreurs,"LIONEL WEPIERRE (COUV'LATE)","LIONEL ROGER WEPIERRE","4 B RUE PRINCIPALE 67170 MITTELSCHAEFFOLSHEIM",67170,MITTELSCHAEFFOLSHEIM,944365782,94436578200019,2025-05-25,NN,Non
Couvreurs,"JIMMY DURAJ (DURAJ COUVERTURE)","JIMMY LAURENT JEAN-PIERRE MANE DURAJ","37 ROUTE DES RIVIERES 51290 SAINT-CHERON",51290,SAINT-CHERON,939234449,93923444900014,2025-01-01,NN,Non
Couvreurs,"ARNAUD BARRIER (AB RENOVATION)","ARNAUD ROMAIN BARRIER","34 RUE DE MOLION 52360 DAMPIERRE",52360,DAMPIERRE,932548654,93254865400015,2024-09-02,NN,Non
Couvreurs,"DEP SOLUTIONS","QUENTIN PAUL JEAN-PIERRE LALLEMENT","11 RUE DU COMMERCE 51100 REIMS",51100,REIMS,934641069,93464106900018,2024-10-22,NN,Non
Couvreurs,"JEANMOUGIN JONATHAN (LE COQ COUVREUR)","JONATHAN ROGER JEANMOUGIN","3 RUE DES FONTAINES SAINT MICHEL 88260 LES VALLOIS",88260,LES VALLOIS,943221986,94322198600012,2025-04-11,NN,Non
Couvreurs,"BENJAMIN GROSDEMANGE","BENJAMIN GROSDEMANGE (GROSDEMANGE)","3 RUE DES ROCHES DE LA CHAPELLE 88120 VAGNEY",88120,VAGNEY,830348371,83034837100022,2017-06-12,NN,Non
Couvreurs,"VISIOFACE","KADIR OZDEMIR","8 RUE DU COMMERCE 51350 CORMONTREUIL",51350,CORMONTREUIL,830359139,83035913900011,2017-06-01,NN,Non
Couvreurs,"FESSON","FABIEN FESSON (FESSON)","91 RUE EMILE ZOLA 08330 VRIGNE AUX BOIS",08330,VRIGNE AUX BOIS,830499273,83049927300027,2017-06-01,NN,Oui
Couvreurs,"BRABANT & FILS","FRANCK BRABANT","4 RUE DE L'ORME 55150 DOMBRAS",55150,DOMBRAS,830831509,83083150900013,2017-06-21,02,Oui
Couvreurs,"VINCENT VILLEMINOT (V.V.TOITURE)","VINCENT GHISLAIN VILLEMINOT (VILLEMINOT)","2 ROUTE DE MARGUT 08370 LA FERTE-SUR-CHIERS",08370,LA FERTE-SUR-CHIERS,830939534,83093953400012,2017-07-01,NN,Non
Couvreurs,"KAYLLER TOITURE","STEVE THIERRY KAUFFMANN","9 RUE DES BOULANGERS 68130 ALTKIRCH",68130,ALTKIRCH,830991592,83099159200023,2017-07-01,NN,Non
Couvreurs,"GILLAUX COUVERTURES","FABRICE GILLAUX (GILLAUX)","41 RUE DU PETIT CHOOZ 08600 CHOOZ",08600,CHOOZ,831024393,83102439300025,2017-09-01,01,Non
Couvreurs,"TOUT POUR TOIT","CEDRIC BEAUFORT (BEAUFORT)","3 RUE DES BLEUETS 67500 WEITBRUCH",67500,WEITBRUCH,831281340,83128134000024,2017-07-10,01,Oui
Couvreurs,"XAVIER MARTEL (MX COUVERTURE)","XAVIER MARTEL (MARTEL)","7 RUE DU MOULIN 54280 SORNEVILLE",54280,SORNEVILLE,831413547,83141354700017,2017-09-01,NN,Non
Couvreurs,"MG CONCEPT ZINGUERIE","GREGORY MICHEL (MICHEL)","13 RUE DE MEISENTHAL 67250 MEMMELSHOFFEN",67250,MEMMELSHOFFEN,831673751,83167375100028,2017-07-21,NN,Non
Couvreurs,"JONATHAN NOEL","JONATHAN PHILIPPE JASON NOEL (NOEL)","CCAS 9 RUE CARNOT 51000 CHALONS-EN-CHAMPAGNE",51000,CHALONS-EN-CHAMPAGNE,831756580,83175658000013,2017-09-01,NN,Non
Couvreurs,"ROBERT HOUCHARD","ROBERT AUGUSTE NOEL HOUCHARD","30 ROUTE NATIONALE 08110 SACHY",08110,SACHY,834333528,83433352800026,2018-01-01,NN,Non
Couvreurs,"MICKAEL HUSSON","MICKAEL JEAN LUCIEN HUSSON (HUSSON)","FLOING 6 ALLEE DE LA DIVISION MARGUERITTE 08200 FLOING",08200,FLOING,834672545,83467254500011,2018-01-29,02,Non
Couvreurs,"FREDERIC MEHLEN (SOS TOITURE)","FREDERIC ROBERT MEHLEN (MEHLEN)","79 AVENUE DE THIONVILLE 57050 METZ",57050,METZ,834780256,83478025600022,2018-01-19,NN,Non
Couvreurs,"JASON CHEVALIER","JASON CHEVALIER","15 ROUTE D'HALLIGNICOURT 52100 VILLIERS-EN-LIEU",52100,VILLIERS-EN-LIEU,834930646,83493064600049,2018-02-01,NN,Non
Couvreurs,"TRAVAUX GENERAUX DE COUVERTURE (TGC) (TGC)","LAURENCE MANDRELLI-ALLAERT (ALLAERT)","1 RUE DE LA VACHOTTE 57000 METZ",57000,METZ,834977738,83497773800014,2017-12-28,NN,Non
Couvreurs,"LES TOITS DU RIED","QUENTIN OTT (OTT)","11 RUE DE L'EUROPE 67230 BENFELD",67230,BENFELD,835015579,83501557900013,2018-01-10,03,Non
Couvreurs,"DAMIEN ABDESLEM (DAM'S BATIMENT)","DAMIEN ABDESLEM (ABDESLEM)","22 RUE DES GOBRONS 08380 SIGNY-LE-PETIT",08380,SIGNY-LE-PETIT,832014930,83201493000016,2017-09-15,NN,Non
Couvreurs,"MCA BARDAGE EURL (MCA BARDAGE EURL)","MURAT CANBOLAT (CANBOLAT)","17 RUE PAUL ELUARD 67200 STRASBOURG",67200,STRASBOURG,832102420,83210242000029,2017-09-01,01,Non
Couvreurs,"FRANCOIS-JOSEPH LUCAS (FRANCOIS-JOSEPH LUCAS)","FRANCOIS-JOSEPH LUCAS (LUCAS)","12 RUE DES JARDINS 10120 SAINT-POUANGE",10120,SAINT-POUANGE,832102503,83210250300014,2017-08-01,NN,Non
Couvreurs,"MARC DURAND","MARC ANTHONY DURAND","5 ROUTE NATIONALE 08160 DOM-LE-MESNIL",08160,DOM-LE-MESNIL,832137137,83213713700044,2017-09-01,NN,Non
Couvreurs,"SIMON LUCAS (LUCAS SIMON)","SIMON DIDIER MAXIME LUCAS (LUCAS)","14 RUE MARMOREAU 10190 DIERREY-SAINT-PIERRE",10190,DIERREY-SAINT-PIERRE,832298640,83229864000018,2017-09-04,NN,Non
Couvreurs,"NICOLAS WEHRLE (ACE MUSIC)","NICOLAS ANTHONY STEPHANE WEHRLE","3 RUE DES BONNES GENS 68127 SAINTE-CROIX-EN-PLAINE",68127,SAINTE-CROIX-EN-PLAINE,832613509,83261350900013,2017-10-09,NN,Non
Couvreurs,"BA.CO","IBRAHIM ZEREN (ZEREN)","98 RUE D'EPINAL 88100 SAINT-DIE-DES-VOSGES",88100,SAINT-DIE-DES-VOSGES,832854509,83285450900011,2017-10-11,11,Oui
Couvreurs,"CHRIST COUVERTURE (CHRIST COUVERTURE)","MÉLANIE ANTOINETTE YVETTE CHRIST (BELUCHE)","54 LES CHENES 88340 LE VAL-D'AJOL",88340,LE VAL-D'AJOL,832963110,83296311000024,2017-11-01,01,Non
Couvreurs,"KBH COUVERTURE","KAMEL BEN HASSINE (BEN HASSINE)","6 RUE DU DAUPHINE 67390 MARCKOLSHEIM",67390,MARCKOLSHEIM,833239619,83323961900012,2017-10-09,01,Non
Couvreurs,"BARBOSA COUVERTURE","ANTHONY BARBOSA (BARBOSA)","3 RUE DU GENERAL FERY 51000 CHALONS-EN-CHAMPAGNE",51000,CHALONS-EN-CHAMPAGNE,837514470,83751447000025,2018-02-01,02,Non
Couvreurs,"BRYAN KESSLER (KESSLER) (COUVREUR GRAND-EST)","BRYAN JORDAN KESSLER (KESSLER)","2 RUE DU STADE 51300 HAUSSIGNEMONT",51300,HAUSSIGNEMONT,837575695,83757569500023,2018-02-19,NN,Non
Couvreurs,"FABRICE PARPINEL (FAB TOITURE)","FABRICE GUY PARPINEL (PARPINEL)","9 RUE DE L'EGLISE 55800 NETTANCOURT",55800,NETTANCOURT,837711365,83771136500010,2018-03-01,NN,Non
Couvreurs,"FOUCART TOITURES","SEBASTIEN FOUCART (FOUCART)","216 RUE DU PRESIDENT ROOSEVELT 57970 YUTZ",57970,YUTZ,837883297,83788329700017,2018-02-20,01,Non
Couvreurs,"E.K.M","HUSEYIN ALI CELEBI","203 RUE DU GENERAL METMAN 57070 METZ",57070,METZ,838019636,83801963600011,2018-04-03,03,Oui
Couvreurs,"RICHARD VALIN","RICHARD GERARD VALIN","66 RUE DE LA PETITE BOUCHERIE 54200 TOUL",54200,TOUL,838060994,83806099400012,2018-03-01,NN,Non
Couvreurs,"EFSANE","NURRETIN KOCAKAFA (KOCAKAFA)","3 RUE DE REININGUE 68200 MULHOUSE",68200,MULHOUSE,838274611,83827461100014,2018-03-01,NN,Non
Couvreurs,"JORDAN GRUN (TOITURES 9)","JORDAN GRUN (GRUN)","26 RUE D'AMERIQUE 88100 SAINT-DIE-DES-VOSGES",88100,SAINT-DIE-DES-VOSGES,838294551,83829455100018,2018-04-01,NN,Non
Couvreurs,"TOIT BOIS CONCEPT (TOIT BOIS CONCEPT)","MARC GERARD LOUIS LE BON","11 T RUE DE L’ANCIENNE SCIERIE 57710 AUMETZ",57710,AUMETZ,838350460,83835046000013,2018-03-16,NN,Non
Couvreurs,"ISAIE DUFRESNE","ISAIE ELVIS DUFRESNE (DUFRESNE)","8-10-CCAS 8 RUE DE LA ROCHEFOUCAULD 08200 SEDAN",08200,SEDAN,838422467,83842246700012,2018-03-21,NN,Non
Couvreurs,"GERALD COUVERTURE (GERALD COUVERTURE)","GERALD DUTERQUE (DUTERQUE)","19 RUE HAUTE 08090 FAGNON",08090,FAGNON,838461275,83846127500011,2018-03-01,01,Non
Couvreurs,"DUTERQUE FLAVIEN","FLAVIEN DUTERQUE","4 RUE DE L’EGLISE 08090 THIS",08090,THIS,838614204,83861420400025,2018-03-01,01,Non
Couvreurs,"STOFFEL TOITURE","BERNARD STOFFEL (STOFFEL)","7 RUE DE ROTTELSHEIM 67170 KRIEGSHEIM",67170,KRIEGSHEIM,838733616,83873361600018,2018-03-05,02,Oui
Couvreurs,"PROTEGE'TOIT (PROTEGE'TOIT)","FARID LAKHDARI (LAKHDARI)","5 RUE DES LILAS 68600 DESSENHEIM",68600,DESSENHEIM,819671314,81967131400014,2016-04-01,NN,Non
Couvreurs,"LUDOVIC LEWI (LEWIS TOITURE)","LUDOVIC LEWI (LEWI)","8 RUE DES ROSES 57420 FLEURY",57420,FLEURY,819704925,81970492500026,2016-05-01,NN,Non
Couvreurs,"HORIZON COUVERTURE","JULIEN BADET","24 RUE EMILE DRUART 51370 SAINT-BRICE-COURCELLES",51370,SAINT-BRICE-COURCELLES,819767542,81976754200015,2016-04-15,NN,Non
Couvreurs,"STEPHANE POIX","STÉPHANE SÉBASTIEN GILLES POIX","28 RUE DU CHATEAU 54690 EULMONT",54690,EULMONT,819854506,81985450600022,2016-02-15,NN,Non
Couvreurs,"LAURENT NEMARD (LAURENT TOITURE)","LAURENT JOSEPH LUCIEN NEMARD (NEMARD)","138 RUE DU GENERAL LECLERC 52320 FRONCLES",52320,FRONCLES,819913500,81991350000016,2016-05-02,NN,Non
Couvreurs,"JEAN KESSLER (KESSLER COUVERTURE)","JEAN GILBERT KESSLER","2 RUE DU STADE 51300 HAUSSIGNEMONT",51300,HAUSSIGNEMONT,819932872,81993287200016,2016-05-15,NN,Non
Couvreurs,"ENTRETIEN TOITURES & FACADES","FRANCOIS DIEBOLD (DIEBOLD)","22 RUE LICHTENBERG 67100 STRASBOURG",67100,STRASBOURG,819956871,81995687100027,2016-05-02,NN,Non
Couvreurs,"WILLIAM WIDEMANN SILBERNAGEL (WIEDEMANN) (W.S TOITURE)","WILLIAM WIDEMANN SILBERNAGEL (WIEDEMANN)","8 RUE PRINCIPALE 68740 RUSTENHART",68740,RUSTENHART,820048692,82004869200025,2016-05-02,NN,Non
Couvreurs,"FABIEN LECHAT","FABIEN LECHAT","35 B RUE DE LA LIBERTE 51100 REIMS",51100,REIMS,820185866,82018586600010,2016-05-10,NN,Non
Couvreurs,"MOISE BURCSA","MOISE BURCSA","45 RUE DE LA CHENEAU 57070 METZ",57070,METZ,820241412,82024141200015,2016-05-03,NN,Non
Couvreurs,"RENO SOLAR","LUDOVIC HENRY","21 ROUTE DE BAR LE DUC 52100 BETTANCOURT-LA-FERREE",52100,BETTANCOURT-LA-FERREE,843762360,84376236000058,2018-09-07,NN,Non
Couvreurs,"COUVERTURE FRANCOIS","OLIVIER FRANCOIS","1 B RUE DE LA MOINERIE 08270 SERY",08270,SERY,843794694,84379469400011,2018-11-01,02,Non
Couvreurs,"SG BAT","SEBASTIEN PIERRE LOUIS GORET","41 ROUTE NATIONALE 54700 MONTAUVILLE",54700,MONTAUVILLE,843815739,84381573900019,2018-11-02,01,Non
Couvreurs,"LAURENT CLEMENT","LAURENT CLEMENT (CLEMENT)","477 RUE DIVISION LECLERC 88170 HOUECOURT",88170,HOUECOURT,843888520,84388852000023,2018-11-19,NN,Non
Couvreurs,"AUGUSTINO MIRANDELLA","AUGUSTINO MIRANDELA (MIRANDELLA)","20 RUE JOSEPH HENOT 57070 METZ",57070,METZ,843897653,84389765300013,2018-09-21,NN,Non
Couvreurs,"ISMAEL BOUILLON (ENTREPRISE ISMAEL)","ISMAEL NELSON BOUILLON","CENTRE COMMUNAL D ACTION SOCIALE 26 RUE D'AMERIQUE 88100 SAINT-DIE-DES-VOSGES",88100,SAINT-DIE-DES-VOSGES,843982612,84398261200015,2018-11-21,NN,Non
Couvreurs,"JULIEN GUERIN (GJ ENTREPRISE)","JULIEN PHILIPPE PASCAL GUERIN (GUERIN)","21 RUE DU CHANOINE BERNECKER 54390 FROUARD",54390,FROUARD,844349498,84434949800015,2018-12-01,NN,Non
Couvreurs,"LENY BEJOT (LB RENOV SERVICE)","LENY BEJOT (BEJOT)","194 ALLEE DES CORVEES 88430 CORCIEUX",88430,CORCIEUX,844459172,84445917200012,2019-01-07,NN,Non
Couvreurs,"DAVID COGER (QUALI-TOIT)","DAVID THIERRY STEPHANE COGER (COGER)","1 RUE DU LAVOIR 52000 EUFFIGNEIX",52000,EUFFIGNEIX,844636381,84463638100015,2018-12-13,NN,Non
Couvreurs,"MELIADO RUSSO","AMEDEE MELIADO (MELIADO)","82 RUE AUBRAC LUCIE 54150 VAL DE BRIEY",54150,VAL DE BRIEY,844991067,84499106700019,2018-12-05,01,Non
Couvreurs,"BARTOLO COUVERTURE","FRANCA BARTOLO (BARTOLO)","3 B RUE PRINCIPALE 67370 TRUCHTERSHEIM",67370,TRUCHTERSHEIM,820833929,82083392900020,2016-06-01,02,Non
Couvreurs,"FLORENT LAGASSE","FLORENT LAGASSE","27 RUE DES BAS PRES 51300 SAINT-AMAND-SUR-FION",51300,SAINT-AMAND-SUR-FION,821062999,82106299900015,2016-06-21,01,Non
Couvreurs,"NAOUFEL MAHJOUB","NAOUFEL MAHJOUB (MAHJOUB)","8 ROUTE D’AUTREVILLE 54380 BEZAUMONT",54380,BEZAUMONT,821138203,82113820300012,2016-04-01,NN,Non
Couvreurs,"EDDY DURST (CFH COUVERTURE)","EDDY DURST (DURST)","2 PLACE DE LA MADELEINE 52410 EURVILLE-BIENVILLE",52410,EURVILLE-BIENVILLE,821418647,82141864700011,2016-06-20,NN,Non
Couvreurs,"KATRANCI","TAYFUN KATRANCI (KATRANCI)","4 RUE DE VERDUN 88170 CHATENOIS",88170,CHATENOIS,821484151,82148415100013,2016-07-06,NN,Non
Couvreurs,"ALEXIS LABONNE (AL COUVERTURE)","ALEXIS PIERRE LABONNE (LABONNE)","32 B RUE DU MOULIN 08120 BOGNY SUR MEUSE",08120,BOGNY SUR MEUSE,821487709,82148770900015,2016-07-12,NN,Non
Couvreurs,"JC PLIS","JOEL COLOMBAIN (COLOMBAIN)","15 RUE DU VELODROME 88200 SAINT-ETIENNE-LES-REMIREMONT",88200,SAINT-ETIENNE-LES-REMIREMONT,821774205,82177420500016,2016-07-01,NN,Non
Couvreurs,"EXEL COUVERTURE","FREDERIC DA EIRA","32 RUE MARCEL FORESTIER 51100 REIMS",51100,REIMS,821935947,82193594700027,2016-08-02,NN,Non
Couvreurs,"ATS RENOVATIONS","SENNUR ARSLAN (EMIR)","2 ROUTE DE ZIMMERBACH 68230 TURCKHEIM",68230,TURCKHEIM,821972072,82197207200028,2016-09-01,01,Oui
Couvreurs,"CONCEPT ETANCHE","VICTOR FERNANDES (FERNANDES)","6 A BOUCLE DES DINANDIERS 57290 FAMECK",57290,FAMECK,822030458,82203045800035,2016-08-08,01,Oui
Couvreurs,"BNJ","NICOLAS MARIUS JOSEPH BITZER","18 RUE CAMILLE DESMOULINS 10410 SAINT-PARRES-AUX-TERTRES",10410,SAINT-PARRES-AUX-TERTRES,527585897,52758589700012,2010-10-01,NN,Non
Couvreurs,"B.A CONSTRUCTION","ABDERRAHIM BELAFQIR (BELAFQIR)","10 RUE VICTOR SCHOELCHER 67300 SCHILTIGHEIM",67300,SCHILTIGHEIM,527588123,52758812300010,2010-10-16,01,Non
Couvreurs,"PHILIPPE GRETZER","PHILIPPE VINCENT GRETZER","3 RUE DU GUIRBADEN 67800 BISCHHEIM",67800,BISCHHEIM,527611750,52761175000011,2010-10-11,NN,Non
Couvreurs,"BATI-LORRAINE-SERVICE (B.L.S)","CORINNE ZEDDIG (ZEDDIG)","59 A GRAND RUE 57970 YUTZ",57970,YUTZ,529358061,52935806100016,2010-11-23,NN,Non
Couvreurs,"ATEC EST","HICHAM ATTIA (ATTIA)","3 RUE DE LA FILATURE 67600 SELESTAT",67600,SELESTAT,534526496,53452649600011,2011-09-01,NN,Non
Couvreurs,"MICHAEL SABAS","MICHAEL SABAS (SABAS)","COMMUNE DE RATTACHEMENT 08350 DONCHERY",08350,DONCHERY,522066976,52206697600021,2010-04-15,NN,Non
Couvreurs,"SAFI MEBARKI","SAFI MEBARKI","75 RUE MAZELLE 57000 METZ",57000,METZ,522126184,52212618400012,2010-05-01,NN,Non
Couvreurs,"JONATHAN OTTEMER (OTTEMER TOITURE)","JONATHAN OTTEMER (OTTEMER)","21 RUE DU STADE 57580 LEMUD",57580,LEMUD,538060567,53806056700038,2011-11-15,01,Non
Couvreurs,"FABIEN MAIRE","FABIEN MAIRE","9 B RUE PRINCIPALE 57590 DONJEUX",57590,DONJEUX,518767819,51876781900015,2010-01-01,NN,Non
Couvreurs,"DIECIMINO CARUSO","DIECIMINO CARUSO","11 AVENUE ROBERT SCHUMAN 57950 MONTIGNY-LES-METZ",57950,MONTIGNY-LES-METZ,518817994,51881799400016,2010-01-02,NN,Non
Couvreurs,"MOISE CARLOS (TOP NETTOYAGE CARLOS)","MOISE CARLOS (CARLOS)","3 ALLEE DE L’ECONOMIE 67370 WIWERSHEIM",67370,WIWERSHEIM,518824172,51882417200044,2009-11-09,NN,Non
Couvreurs,"FRANCOIS BOTZ (B.F.C.)","FRANCOIS BOTZ (BOTZ)","5 RUE DE L'EGLISE 57590 JALLAUCOURT",57590,JALLAUCOURT,513348078,51334807800025,2009-07-15,NN,Non
Couvreurs,"ISSIAKA DRAME","ISSIAKA DRAME","144 RUE JOSUE HOFER 68200 MULHOUSE",68200,MULHOUSE,515124675,51512467500023,2009-09-23,NN,Non
Couvreurs,"MICKAEL PRINGOT","MICKAEL PRINGOT","30 RUE PRINCIPALE 55600 CHAUVENCY-LE-CHATEAU",55600,CHAUVENCY-LE-CHATEAU,511507972,51150797200012,2009-03-30,NN,Non
Couvreurs,"MICKAEL DESCANNEVELLE","MICKAEL CLAUDE DESCANNEVELLE","8 RUE DE LA LIBERATION 08370 MARGUT",08370,MARGUT,511609414,51160941400012,2009-03-16,NN,Non
Couvreurs,"GREGORY SEILER","GREGORY SEILER (SEILER)","3 IMPASSE DE LA BERGERIE 57420 SILLEGNY",57420,SILLEGNY,520477050,52047705000030,2010-03-01,NN,Non
Couvreurs,"JAMES BOCKHORNI (JB COUVERTURE)","JAMES BOCKHORNI (BOCKHORNI)","RUE PIERRE CREMEL 54410 LANEUVEVILLE-DEVANT-NANCY",54410,LANEUVEVILLE-DEVANT-NANCY,520558180,52055818000029,2010-02-23,NN,Non
Couvreurs,"BERNARD GREGUREC","BERNARD GREGUREC (GREGUREC)","9 ROUTE DE LA FORET 68500 HARTMANNSWILLER",68500,HARTMANNSWILLER,750612350,75061235000017,2012-04-01,NN,Non
Couvreurs,"LOIC LECREUX","LOIC LECREUX (LECREUX)","14 RUE DES ECOLES VINCENT VAN GOGH 54760 LEYR",54760,LEYR,794157933,79415793300035,2013-07-17,NN,Non
Couvreurs,"JEAN-MICHEL SCHMITT (JMS TOITURE)","JEAN-MICHEL SCHMITT (SCHMITT)","36 RUE DE BELFORT 68700 ASPACH-LE-BAS",68700,ASPACH-LE-BAS,794203398,79420339800027,2013-07-03,NN,Non
Couvreurs,"SCHEENDACH","ERIC PARUZYNSKI (PARUZYNSKI)","12 RUE FREDERIC CHOPIN 67118 GEISPOLSHEIM",67118,GEISPOLSHEIM,794227553,79422755300011,2013-06-06,NN,Non
Couvreurs,"ANTHONY FRITSCHY (FRITSCHY ANTHONY)","ANTHONY PIERRE FRITSCHY (FRITSCHY)","18 RUE HONORE DEVANLAY 10260 CHAPPES",10260,CHAPPES,835206095,83520609500027,2018-02-05,NN,Non
Couvreurs,"ALSACE PRO RENOVATION","ERIC STHELY (STHELY)","162 RUE DU LADHOF 68000 COLMAR",68000,COLMAR,829098235,82909823500031,2017-04-18,NN,Non
Couvreurs,"AVENIR TOITURES VOSGES (AVENIR TOITURES VOSGES)","","1544 ROUTE DE COLMAR 88400 XONRUPT-LONGEMER",88400,XONRUPT-LONGEMER,829105162,82910516200012,2017-04-18,03,Oui
Couvreurs,"BEAUSIRE (SARL BEAUSIRE)","CYRIL BEAUSIRE (BEAUSIRE)","8 ZONE D ACTIVITES DE GENAZEVILLE 88640 GRANGES-AUMONTZEY",88640,GRANGES-AUMONTZEY,438892648,43889264800025,2001-07-04,NN,Non
Couvreurs,"EURL COTE TOITURE","MAXIME LIDY (LIDY)","110 ROUTE DE MULHOUSE 68720 ILLFURTH",68720,ILLFURTH,487759938,48775993800029,2006-01-02,NN,Non
Couvreurs,"MERSCH","SYLVAIN MERSCH (MERSCH)","46 RUE PRINCIPALE 57140 LA MAXE",57140,LA MAXE,483807624,48380762400018,2005-07-01,01,Non
Couvreurs,"MICHAEL KADEN (KM)","MICHAEL GERD KADEN (KADEN)","43 RUE DE LA FORET 88470 SAINT-MICHEL-SUR-MEURTHE",88470,SAINT-MICHEL-SUR-MEURTHE,491405213,49140521300019,2006-07-01,NN,Non
Couvreurs,"WILFRID SAEZ","WILFRID SAEZ (SAEZ)","1 RUE NICOLAS LEBLANC 88150 THAON-LES-VOSGES",88150,THAON-LES-VOSGES,804195790,80419579000014,2014-08-25,NN,Non
Couvreurs,"MODER COUVERTURES","HENRI SCHNEIDER (SCHNEIDER)","(12 A) 12 RUE DE GRIES 67500 WEITBRUCH",67500,WEITBRUCH,813992195,81399219500012,2015-08-01,NN,Non
Couvreurs,"STEPHANE VOGIN (VOGIN COUVERTURE ZINGUERIE)","STEPHANE DENIS VOGIN","24 GRANDE RUE 54370 EINVILLE-AU-JARD",54370,EINVILLE-AU-JARD,813992799,81399279900029,2015-10-15,NN,Non
Couvreurs,"DAVID LABILLE (DAVID LABILLE COUVERTURE)","DAVID JEAN LABILLE (LABILLE)","16 RUE NEUVE 10190 BUCEY-EN-OTHE",10190,BUCEY-EN-OTHE,813994092,81399409200019,2015-07-01,NN,Non
Couvreurs,"COUVERTURE HOSATTE FRANCIS (COUVERTURE HOSATTE FRANCIS)","FRANCIS LEON ANDRE HOSATTE","THUISY 3 RUE PAULIN AUBERT 10190 ESTISSAC",10190,ESTISSAC,814001806,81400180600011,2015-10-01,01,Non
Couvreurs,"THOMAS GUNTZ","THOMAS GUNTZ (GUNTZ)","4 RUE EMILE ZOLA 88190 GOLBEY",88190,GOLBEY,817607088,81760708800017,2016-01-04,NN,Non
Couvreurs,"ASK TOITURES (ASK TOITURES)","AURELIEN STANISLAS KOPCZYNSKI (KOPCZYNSKI)","19 RUE JEAN BAPTISTE GAUCHE 54620 BEUVEILLE",54620,BEUVEILLE,812428589,81242858900012,2015-06-29,01,Non
Couvreurs,"ALCA ETANCHE","FRANCIS MARQUES","ZONE SAINTE AGATHE RUE DES ARTISANS 57190 FLORANGE",57190,FLORANGE,819185109,81918510900025,2016-03-02,03,Non
